,label,code,entity
23608,"Osakkeet ja osuudet, sijoitukset",5259167,KKNR
23609,Tietokoneohjelmistot,3621040,KKNR
23610,Muut aineettomat hyödykkeet,3726124,KKNR
23611,Maa- ja vesialueiden  hankinta,3761152,KKNR
23612,Maa- ja vesialueiden parannusinvestointi,3772828,KKNR
23613,Asuinrakennusten uushankinta,3749476,KKNR
23614,Asuinrakennusten korjausinvestointi,3737800,KKNR
23615,Muiden rakennusten uushankinta,3784504,KKNR
23616,"Muut rakennukset, korjausinvestointi",3714448,KKNR
23617,Kiinteät rakenteet ja laitteet,3632716,KKNR
23618,Kuljetusvälineet,3644392,KKNR
23619,Tietokonelaitteet,3702772,KKNR
23620,Viestintälaitteet,3796180,KKNR
23621,Muut koneet ja kalusto,3656068,KKNR
23622,Muut aineelliset hyödykkeet,3667744,KKNR
23623,"Osakkeet ja osuudet, sijoitukset",3679420,KKNR
23624,Tietokoneohjelmistot,3860944,KKNR
23625,Muut aineettomat hyödykkeet,3966028,KKNR
23626,Maa- ja vesialueiden  hankinta,4001056,KKNR
23627,Maa- ja vesialueiden parannusinvestointi,4012732,KKNR
23628,Asuinrakennusten uushankinta,3989380,KKNR
23629,Asuinrakennusten korjausinvestointi,3977704,KKNR
23630,Muiden rakennusten uushankinta,4024408,KKNR
23631,"Muut rakennukset, korjausinvestointi",3954352,KKNR
23632,Kiinteät rakenteet ja laitteet,3872620,KKNR
23633,Kuljetusvälineet,3884296,KKNR
23634,Tietokonelaitteet,3942676,KKNR
23635,Viestintälaitteet,4036084,KKNR
23636,Muut koneet ja kalusto,3895972,KKNR
23637,Muut aineelliset hyödykkeet,3907648,KKNR
23638,"Osakkeet ja osuudet, sijoitukset",3919324,KKNR
23639,Tietokoneohjelmistot,4100848,KKNR
23640,Muut aineettomat hyödykkeet,4205932,KKNR
23641,Maa- ja vesialueiden  hankinta,4240960,KKNR
23642,Maa- ja vesialueiden parannusinvestointi,4252636,KKNR
23643,Asuinrakennusten uushankinta,4229284,KKNR
23644,Asuinrakennusten korjausinvestointi,4217608,KKNR
23645,Muiden rakennusten uushankinta,4264312,KKNR
23646,"Muut rakennukset, korjausinvestointi",4194256,KKNR
23647,Kiinteät rakenteet ja laitteet,4112524,KKNR
23648,Kuljetusvälineet,4124200,KKNR
23649,Tietokonelaitteet,4182580,KKNR
23650,Viestintälaitteet,4275988,KKNR
23651,Muut koneet ja kalusto,4135876,KKNR
23652,Muut aineelliset hyödykkeet,4147552,KKNR
23653,"Osakkeet ja osuudet, sijoitukset",4159228,KKNR
23654,Tietokoneohjelmistot,558736,KKNR
23655,Muut aineettomat hyödykkeet,663820,KKNR
23656,Maa- ja vesialueiden  hankinta,698848,KKNR
23657,Maa- ja vesialueiden parannusinvestointi,710524,KKNR
23658,Asuinrakennusten uushankinta,687172,KKNR
23659,Asuinrakennusten korjausinvestointi,675496,KKNR
23660,Muiden rakennusten uushankinta,722200,KKNR
23661,"Muut rakennukset, korjausinvestointi",652144,KKNR
23662,Kiinteät rakenteet ja laitteet,570412,KKNR
23663,Kuljetusvälineet,582088,KKNR
23664,Tietokonelaitteet,640468,KKNR
23665,Viestintälaitteet,733876,KKNR
23666,Muut koneet ja kalusto,593764,KKNR
23667,Muut aineelliset hyödykkeet,605440,KKNR
23668,"Osakkeet ja osuudet, sijoitukset",617116,KKNR
23669,Tietokoneohjelmistot,5258748,KKNR
23670,Muut aineettomat hyödykkeet,5259420,KKNR
23671,Maa- ja vesialueiden  hankinta,5259672,KKNR
23672,Maa- ja vesialueiden parannusinvestointi,5259756,KKNR
23673,Asuinrakennusten uushankinta,5259588,KKNR
23674,Asuinrakennusten korjausinvestointi,5259504,KKNR
23675,Muiden rakennusten uushankinta,5259840,KKNR
23676,"Muut rakennukset, korjausinvestointi",5259336,KKNR
23677,Kiinteät rakenteet ja laitteet,5258832,KKNR
23678,Kuljetusvälineet,5258916,KKNR
23679,Tietokonelaitteet,5259252,KKNR
23680,Viestintälaitteet,5259924,KKNR
23681,Muut koneet ja kalusto,5259000,KKNR
23682,Muut aineelliset hyödykkeet,5259084,KKNR
23683,"Osakkeet ja osuudet, sijoitukset",5259168,KKNR
23684,Tietokoneohjelmistot,3621179,KKNR
23685,Muut aineettomat hyödykkeet,3726263,KKNR
23686,Maa- ja vesialueiden  hankinta,3761291,KKNR
23687,Maa- ja vesialueiden parannusinvestointi,3772967,KKNR
23688,Asuinrakennusten uushankinta,3749615,KKNR
23689,Asuinrakennusten korjausinvestointi,3737939,KKNR
23690,Muiden rakennusten uushankinta,3784643,KKNR
23691,"Muut rakennukset, korjausinvestointi",3714587,KKNR
23692,Kiinteät rakenteet ja laitteet,3632855,KKNR
23693,Kuljetusvälineet,3644531,KKNR
23694,Tietokonelaitteet,3702911,KKNR
23695,Viestintälaitteet,3796319,KKNR
23696,Muut koneet ja kalusto,3656207,KKNR
23697,Muut aineelliset hyödykkeet,3667883,KKNR
23698,"Osakkeet ja osuudet, sijoitukset",3679559,KKNR
23699,Tietokoneohjelmistot,3861083,KKNR
23700,Muut aineettomat hyödykkeet,3966167,KKNR
23701,Maa- ja vesialueiden  hankinta,4001195,KKNR
23702,Maa- ja vesialueiden parannusinvestointi,4012871,KKNR
23703,Asuinrakennusten uushankinta,3989519,KKNR
23704,Asuinrakennusten korjausinvestointi,3977843,KKNR
23705,Muiden rakennusten uushankinta,4024547,KKNR
23706,"Muut rakennukset, korjausinvestointi",3954491,KKNR
23707,Kiinteät rakenteet ja laitteet,3872759,KKNR
23708,Kuljetusvälineet,3884435,KKNR
23709,Tietokonelaitteet,3942815,KKNR
23710,Viestintälaitteet,4036223,KKNR
23711,Muut koneet ja kalusto,3896111,KKNR
23712,Muut aineelliset hyödykkeet,3907787,KKNR
23713,"Osakkeet ja osuudet, sijoitukset",3919463,KKNR
23714,Tietokoneohjelmistot,4100987,KKNR
23715,Muut aineettomat hyödykkeet,4206071,KKNR
23716,Maa- ja vesialueiden  hankinta,4241099,KKNR
23717,Maa- ja vesialueiden parannusinvestointi,4252775,KKNR
23718,Asuinrakennusten uushankinta,4229423,KKNR
23719,Asuinrakennusten korjausinvestointi,4217747,KKNR
23720,Muiden rakennusten uushankinta,4264451,KKNR
23721,"Muut rakennukset, korjausinvestointi",4194395,KKNR
23722,Kiinteät rakenteet ja laitteet,4112663,KKNR
23723,Kuljetusvälineet,4124339,KKNR
23724,Tietokonelaitteet,4182719,KKNR
23725,Viestintälaitteet,4276127,KKNR
23726,Muut koneet ja kalusto,4136015,KKNR
23727,Muut aineelliset hyödykkeet,4147691,KKNR
23728,"Osakkeet ja osuudet, sijoitukset",4159367,KKNR
23729,Tietokoneohjelmistot,558875,KKNR
23730,Muut aineettomat hyödykkeet,663959,KKNR
23731,Maa- ja vesialueiden  hankinta,698987,KKNR
23732,Maa- ja vesialueiden parannusinvestointi,710663,KKNR
23733,Asuinrakennusten uushankinta,687311,KKNR
23734,Asuinrakennusten korjausinvestointi,675635,KKNR
23735,Muiden rakennusten uushankinta,722339,KKNR
23736,"Muut rakennukset, korjausinvestointi",652283,KKNR
23737,Kiinteät rakenteet ja laitteet,570551,KKNR
23738,Kuljetusvälineet,582227,KKNR
23739,Tietokonelaitteet,640607,KKNR
23740,Viestintälaitteet,734015,KKNR
23741,Muut koneet ja kalusto,593903,KKNR
23742,Muut aineelliset hyödykkeet,605579,KKNR
23743,"Osakkeet ja osuudet, sijoitukset",617255,KKNR
23744,Tietokoneohjelmistot,5258749,KKNR
23745,Muut aineettomat hyödykkeet,5259421,KKNR
23746,Maa- ja vesialueiden  hankinta,5259673,KKNR
23747,Maa- ja vesialueiden parannusinvestointi,5259757,KKNR
23748,Asuinrakennusten uushankinta,5259589,KKNR
23749,Asuinrakennusten korjausinvestointi,5259505,KKNR
23750,Muiden rakennusten uushankinta,5259841,KKNR
23751,"Muut rakennukset, korjausinvestointi",5259337,KKNR
23752,Kiinteät rakenteet ja laitteet,5258833,KKNR
23753,Kuljetusvälineet,5258917,KKNR
23754,Tietokonelaitteet,5259253,KKNR
23755,Viestintälaitteet,5259925,KKNR
23756,Muut koneet ja kalusto,5259001,KKNR
23757,Muut aineelliset hyödykkeet,5259085,KKNR
23758,"Osakkeet ja osuudet, sijoitukset",5259169,KKNR
23759,Tietokoneohjelmistot,3621318,KKNR
23760,Muut aineettomat hyödykkeet,3726402,KKNR
23761,Maa- ja vesialueiden  hankinta,3761430,KKNR
23762,Maa- ja vesialueiden parannusinvestointi,3773106,KKNR
23763,Asuinrakennusten uushankinta,3749754,KKNR
23764,Asuinrakennusten korjausinvestointi,3738078,KKNR
23765,Muiden rakennusten uushankinta,3784782,KKNR
23766,"Muut rakennukset, korjausinvestointi",3714726,KKNR
23767,Kiinteät rakenteet ja laitteet,3632994,KKNR
23768,Kuljetusvälineet,3644670,KKNR
23769,Tietokonelaitteet,3703050,KKNR
23770,Viestintälaitteet,3796458,KKNR
23771,Muut koneet ja kalusto,3656346,KKNR
23772,Muut aineelliset hyödykkeet,3668022,KKNR
23773,"Osakkeet ja osuudet, sijoitukset",3679698,KKNR
23774,Tietokoneohjelmistot,3861222,KKNR
23775,Muut aineettomat hyödykkeet,3966306,KKNR
23776,Maa- ja vesialueiden  hankinta,4001334,KKNR
23777,Maa- ja vesialueiden parannusinvestointi,4013010,KKNR
23778,Asuinrakennusten uushankinta,3989658,KKNR
23779,Asuinrakennusten korjausinvestointi,3977982,KKNR
23780,Muiden rakennusten uushankinta,4024686,KKNR
23781,"Muut rakennukset, korjausinvestointi",3954630,KKNR
23782,Kiinteät rakenteet ja laitteet,3872898,KKNR
23783,Kuljetusvälineet,3884574,KKNR
23784,Tietokonelaitteet,3942954,KKNR
23785,Viestintälaitteet,4036362,KKNR
23786,Muut koneet ja kalusto,3896250,KKNR
23787,Muut aineelliset hyödykkeet,3907926,KKNR
23788,"Osakkeet ja osuudet, sijoitukset",3919602,KKNR
23789,Tietokoneohjelmistot,4101126,KKNR
23790,Muut aineettomat hyödykkeet,4206210,KKNR
23791,Maa- ja vesialueiden  hankinta,4241238,KKNR
23792,Maa- ja vesialueiden parannusinvestointi,4252914,KKNR
23793,Asuinrakennusten uushankinta,4229562,KKNR
23794,Asuinrakennusten korjausinvestointi,4217886,KKNR
23795,Muiden rakennusten uushankinta,4264590,KKNR
23796,"Muut rakennukset, korjausinvestointi",4194534,KKNR
23797,Kiinteät rakenteet ja laitteet,4112802,KKNR
23798,Kuljetusvälineet,4124478,KKNR
23799,Tietokonelaitteet,4182858,KKNR
23800,Viestintälaitteet,4276266,KKNR
23801,Muut koneet ja kalusto,4136154,KKNR
23802,Muut aineelliset hyödykkeet,4147830,KKNR
23803,"Osakkeet ja osuudet, sijoitukset",4159506,KKNR
23804,Tietokoneohjelmistot,559014,KKNR
23805,Muut aineettomat hyödykkeet,664098,KKNR
23806,Maa- ja vesialueiden  hankinta,699126,KKNR
23807,Maa- ja vesialueiden parannusinvestointi,710802,KKNR
23808,Asuinrakennusten uushankinta,687450,KKNR
23809,Asuinrakennusten korjausinvestointi,675774,KKNR
23810,Muiden rakennusten uushankinta,722478,KKNR
23811,"Muut rakennukset, korjausinvestointi",652422,KKNR
23812,Kiinteät rakenteet ja laitteet,570690,KKNR
23813,Kuljetusvälineet,582366,KKNR
23814,Tietokonelaitteet,640746,KKNR
23815,Viestintälaitteet,734154,KKNR
23816,Muut koneet ja kalusto,594042,KKNR
23817,Muut aineelliset hyödykkeet,605718,KKNR
23818,"Osakkeet ja osuudet, sijoitukset",617394,KKNR
23819,Tietokoneohjelmistot,5258750,KKNR
23820,Muut aineettomat hyödykkeet,5259422,KKNR
23821,Maa- ja vesialueiden  hankinta,5259674,KKNR
23822,Maa- ja vesialueiden parannusinvestointi,5259758,KKNR
23823,Asuinrakennusten uushankinta,5259590,KKNR
23824,Asuinrakennusten korjausinvestointi,5259506,KKNR
23825,Muiden rakennusten uushankinta,5259842,KKNR
23826,"Muut rakennukset, korjausinvestointi",5259338,KKNR
23827,Kiinteät rakenteet ja laitteet,5258834,KKNR
23828,Kuljetusvälineet,5258918,KKNR
23829,Tietokonelaitteet,5259254,KKNR
23830,Viestintälaitteet,5259926,KKNR
23831,Muut koneet ja kalusto,5259002,KKNR
23832,Muut aineelliset hyödykkeet,5259086,KKNR
23833,"Osakkeet ja osuudet, sijoitukset",5259170,KKNR
23834,Tietokoneohjelmistot,3621457,KKNR
23835,Muut aineettomat hyödykkeet,3726541,KKNR
23836,Maa- ja vesialueiden  hankinta,3761569,KKNR
23837,Maa- ja vesialueiden parannusinvestointi,3773245,KKNR
23838,Asuinrakennusten uushankinta,3749893,KKNR
23839,Asuinrakennusten korjausinvestointi,3738217,KKNR
23840,Muiden rakennusten uushankinta,3784921,KKNR
23841,"Muut rakennukset, korjausinvestointi",3714865,KKNR
23842,Kiinteät rakenteet ja laitteet,3633133,KKNR
23843,Kuljetusvälineet,3644809,KKNR
23844,Tietokonelaitteet,3703189,KKNR
23845,Viestintälaitteet,3796597,KKNR
23846,Muut koneet ja kalusto,3656485,KKNR
23847,Muut aineelliset hyödykkeet,3668161,KKNR
23848,"Osakkeet ja osuudet, sijoitukset",3679837,KKNR
23849,Tietokoneohjelmistot,3861361,KKNR
23850,Muut aineettomat hyödykkeet,3966445,KKNR
23851,Maa- ja vesialueiden  hankinta,4001473,KKNR
23852,Maa- ja vesialueiden parannusinvestointi,4013149,KKNR
23853,Asuinrakennusten uushankinta,3989797,KKNR
23854,Asuinrakennusten korjausinvestointi,3978121,KKNR
23855,Muiden rakennusten uushankinta,4024825,KKNR
23856,"Muut rakennukset, korjausinvestointi",3954769,KKNR
23857,Kiinteät rakenteet ja laitteet,3873037,KKNR
23858,Kuljetusvälineet,3884713,KKNR
23859,Tietokonelaitteet,3943093,KKNR
23860,Viestintälaitteet,4036501,KKNR
23861,Muut koneet ja kalusto,3896389,KKNR
23862,Muut aineelliset hyödykkeet,3908065,KKNR
23863,"Osakkeet ja osuudet, sijoitukset",3919741,KKNR
23864,Tietokoneohjelmistot,4101265,KKNR
23865,Muut aineettomat hyödykkeet,4206349,KKNR
23866,Maa- ja vesialueiden  hankinta,4241377,KKNR
23867,Maa- ja vesialueiden parannusinvestointi,4253053,KKNR
23868,Asuinrakennusten uushankinta,4229701,KKNR
23869,Asuinrakennusten korjausinvestointi,4218025,KKNR
23870,Muiden rakennusten uushankinta,4264729,KKNR
23871,"Muut rakennukset, korjausinvestointi",4194673,KKNR
23872,Kiinteät rakenteet ja laitteet,4112941,KKNR
23873,Kuljetusvälineet,4124617,KKNR
23874,Tietokonelaitteet,4182997,KKNR
23875,Viestintälaitteet,4276405,KKNR
23876,Muut koneet ja kalusto,4136293,KKNR
23877,Muut aineelliset hyödykkeet,4147969,KKNR
23878,"Osakkeet ja osuudet, sijoitukset",4159645,KKNR
23879,Tietokoneohjelmistot,559153,KKNR
23880,Muut aineettomat hyödykkeet,664237,KKNR
23881,Maa- ja vesialueiden  hankinta,699265,KKNR
23882,Maa- ja vesialueiden parannusinvestointi,710941,KKNR
23883,Asuinrakennusten uushankinta,687589,KKNR
23884,Asuinrakennusten korjausinvestointi,675913,KKNR
23885,Muiden rakennusten uushankinta,722617,KKNR
23886,"Muut rakennukset, korjausinvestointi",652561,KKNR
23887,Kiinteät rakenteet ja laitteet,570829,KKNR
23888,Kuljetusvälineet,582505,KKNR
23889,Tietokonelaitteet,640885,KKNR
23890,Viestintälaitteet,734293,KKNR
23891,Muut koneet ja kalusto,594181,KKNR
23892,Muut aineelliset hyödykkeet,605857,KKNR
23893,"Osakkeet ja osuudet, sijoitukset",617533,KKNR
23894,Tietokoneohjelmistot,5258751,KKNR
23895,Muut aineettomat hyödykkeet,5259423,KKNR
23896,Maa- ja vesialueiden  hankinta,5259675,KKNR
23897,Maa- ja vesialueiden parannusinvestointi,5259759,KKNR
23898,Asuinrakennusten uushankinta,5259591,KKNR
23899,Asuinrakennusten korjausinvestointi,5259507,KKNR
23900,Muiden rakennusten uushankinta,5259843,KKNR
23901,"Muut rakennukset, korjausinvestointi",5259339,KKNR
23902,Kiinteät rakenteet ja laitteet,5258835,KKNR
23903,Kuljetusvälineet,5258919,KKNR
23904,Tietokonelaitteet,5259255,KKNR
23905,Viestintälaitteet,5259927,KKNR
23906,Muut koneet ja kalusto,5259003,KKNR
23907,Muut aineelliset hyödykkeet,5259087,KKNR
23908,"Osakkeet ja osuudet, sijoitukset",5259171,KKNR
23909,Tietokoneohjelmistot,3621596,KKNR
23910,Muut aineettomat hyödykkeet,3726680,KKNR
23911,Maa- ja vesialueiden  hankinta,3761708,KKNR
23912,Maa- ja vesialueiden parannusinvestointi,3773384,KKNR
23913,Asuinrakennusten uushankinta,3750032,KKNR
23914,Asuinrakennusten korjausinvestointi,3738356,KKNR
23915,Muiden rakennusten uushankinta,3785060,KKNR
23916,"Muut rakennukset, korjausinvestointi",3715004,KKNR
23917,Kiinteät rakenteet ja laitteet,3633272,KKNR
23918,Kuljetusvälineet,3644948,KKNR
23919,Tietokonelaitteet,3703328,KKNR
23920,Viestintälaitteet,3796736,KKNR
23921,Muut koneet ja kalusto,3656624,KKNR
23922,Muut aineelliset hyödykkeet,3668300,KKNR
23923,"Osakkeet ja osuudet, sijoitukset",3679976,KKNR
23924,Tietokoneohjelmistot,3861500,KKNR
23925,Muut aineettomat hyödykkeet,3966584,KKNR
23926,Maa- ja vesialueiden  hankinta,4001612,KKNR
23927,Maa- ja vesialueiden parannusinvestointi,4013288,KKNR
23928,Asuinrakennusten uushankinta,3989936,KKNR
23929,Asuinrakennusten korjausinvestointi,3978260,KKNR
23930,Muiden rakennusten uushankinta,4024964,KKNR
23931,"Muut rakennukset, korjausinvestointi",3954908,KKNR
23932,Kiinteät rakenteet ja laitteet,3873176,KKNR
23933,Kuljetusvälineet,3884852,KKNR
23934,Tietokonelaitteet,3943232,KKNR
23935,Viestintälaitteet,4036640,KKNR
23936,Muut koneet ja kalusto,3896528,KKNR
23937,Muut aineelliset hyödykkeet,3908204,KKNR
23938,"Osakkeet ja osuudet, sijoitukset",3919880,KKNR
23939,Tietokoneohjelmistot,4101404,KKNR
23940,Muut aineettomat hyödykkeet,4206488,KKNR
23941,Maa- ja vesialueiden  hankinta,4241516,KKNR
23942,Maa- ja vesialueiden parannusinvestointi,4253192,KKNR
23943,Asuinrakennusten uushankinta,4229840,KKNR
23944,Asuinrakennusten korjausinvestointi,4218164,KKNR
23945,Muiden rakennusten uushankinta,4264868,KKNR
23946,"Muut rakennukset, korjausinvestointi",4194812,KKNR
23947,Kiinteät rakenteet ja laitteet,4113080,KKNR
23948,Kuljetusvälineet,4124756,KKNR
23949,Tietokonelaitteet,4183136,KKNR
23950,Viestintälaitteet,4276544,KKNR
23951,Muut koneet ja kalusto,4136432,KKNR
23952,Muut aineelliset hyödykkeet,4148108,KKNR
23953,"Osakkeet ja osuudet, sijoitukset",4159784,KKNR
23954,Tietokoneohjelmistot,559292,KKNR
23955,Muut aineettomat hyödykkeet,664376,KKNR
23956,Maa- ja vesialueiden  hankinta,699404,KKNR
23957,Maa- ja vesialueiden parannusinvestointi,711080,KKNR
23958,Asuinrakennusten uushankinta,687728,KKNR
23959,Asuinrakennusten korjausinvestointi,676052,KKNR
23960,Muiden rakennusten uushankinta,722756,KKNR
23961,"Muut rakennukset, korjausinvestointi",652700,KKNR
23962,Kiinteät rakenteet ja laitteet,570968,KKNR
23963,Kuljetusvälineet,582644,KKNR
23964,Tietokonelaitteet,641024,KKNR
23965,Viestintälaitteet,734432,KKNR
23966,Muut koneet ja kalusto,594320,KKNR
23967,Muut aineelliset hyödykkeet,605996,KKNR
23968,"Osakkeet ja osuudet, sijoitukset",617672,KKNR
23969,Tietokoneohjelmistot,5258752,KKNR
23970,Muut aineettomat hyödykkeet,5259424,KKNR
23971,Maa- ja vesialueiden  hankinta,5259676,KKNR
23972,Maa- ja vesialueiden parannusinvestointi,5259760,KKNR
23973,Asuinrakennusten uushankinta,5259592,KKNR
23974,Asuinrakennusten korjausinvestointi,5259508,KKNR
23975,Muiden rakennusten uushankinta,5259844,KKNR
23976,"Muut rakennukset, korjausinvestointi",5259340,KKNR
23977,Kiinteät rakenteet ja laitteet,5258836,KKNR
23978,Kuljetusvälineet,5258920,KKNR
23979,Tietokonelaitteet,5259256,KKNR
23980,Viestintälaitteet,5259928,KKNR
23981,Muut koneet ja kalusto,5259004,KKNR
23982,Muut aineelliset hyödykkeet,5259088,KKNR
23983,"Osakkeet ja osuudet, sijoitukset",5259172,KKNR
23984,Tietokoneohjelmistot,3621735,KKNR
23985,Muut aineettomat hyödykkeet,3726819,KKNR
23986,Maa- ja vesialueiden  hankinta,3761847,KKNR
23987,Maa- ja vesialueiden parannusinvestointi,3773523,KKNR
23988,Asuinrakennusten uushankinta,3750171,KKNR
23989,Asuinrakennusten korjausinvestointi,3738495,KKNR
23990,Muiden rakennusten uushankinta,3785199,KKNR
23991,"Muut rakennukset, korjausinvestointi",3715143,KKNR
23992,Kiinteät rakenteet ja laitteet,3633411,KKNR
23993,Kuljetusvälineet,3645087,KKNR
23994,Tietokonelaitteet,3703467,KKNR
23995,Viestintälaitteet,3796875,KKNR
23996,Muut koneet ja kalusto,3656763,KKNR
23997,Muut aineelliset hyödykkeet,3668439,KKNR
23998,"Osakkeet ja osuudet, sijoitukset",3680115,KKNR
23999,Tietokoneohjelmistot,3861639,KKNR
24000,Muut aineettomat hyödykkeet,3966723,KKNR
24001,Maa- ja vesialueiden  hankinta,4001751,KKNR
24002,Maa- ja vesialueiden parannusinvestointi,4013427,KKNR
24003,Asuinrakennusten uushankinta,3990075,KKNR
24004,Asuinrakennusten korjausinvestointi,3978399,KKNR
24005,Muiden rakennusten uushankinta,4025103,KKNR
24006,"Muut rakennukset, korjausinvestointi",3955047,KKNR
24007,Kiinteät rakenteet ja laitteet,3873315,KKNR
24008,Kuljetusvälineet,3884991,KKNR
24009,Tietokonelaitteet,3943371,KKNR
24010,Viestintälaitteet,4036779,KKNR
24011,Muut koneet ja kalusto,3896667,KKNR
24012,Muut aineelliset hyödykkeet,3908343,KKNR
24013,"Osakkeet ja osuudet, sijoitukset",3920019,KKNR
24014,Tietokoneohjelmistot,4101543,KKNR
24015,Muut aineettomat hyödykkeet,4206627,KKNR
24016,Maa- ja vesialueiden  hankinta,4241655,KKNR
24017,Maa- ja vesialueiden parannusinvestointi,4253331,KKNR
24018,Asuinrakennusten uushankinta,4229979,KKNR
24019,Asuinrakennusten korjausinvestointi,4218303,KKNR
24020,Muiden rakennusten uushankinta,4265007,KKNR
24021,"Muut rakennukset, korjausinvestointi",4194951,KKNR
24022,Kiinteät rakenteet ja laitteet,4113219,KKNR
24023,Kuljetusvälineet,4124895,KKNR
24024,Tietokonelaitteet,4183275,KKNR
24025,Viestintälaitteet,4276683,KKNR
24026,Muut koneet ja kalusto,4136571,KKNR
24027,Muut aineelliset hyödykkeet,4148247,KKNR
24028,"Osakkeet ja osuudet, sijoitukset",4159923,KKNR
24029,Tietokoneohjelmistot,559431,KKNR
24030,Muut aineettomat hyödykkeet,664515,KKNR
24031,Maa- ja vesialueiden  hankinta,699543,KKNR
24032,Maa- ja vesialueiden parannusinvestointi,711219,KKNR
24033,Asuinrakennusten uushankinta,687867,KKNR
24034,Asuinrakennusten korjausinvestointi,676191,KKNR
24035,Muiden rakennusten uushankinta,722895,KKNR
24036,"Muut rakennukset, korjausinvestointi",652839,KKNR
24037,Kiinteät rakenteet ja laitteet,571107,KKNR
24038,Kuljetusvälineet,582783,KKNR
24039,Tietokonelaitteet,641163,KKNR
24040,Viestintälaitteet,734571,KKNR
24041,Muut koneet ja kalusto,594459,KKNR
24042,Muut aineelliset hyödykkeet,606135,KKNR
24043,"Osakkeet ja osuudet, sijoitukset",617811,KKNR
24044,Tietokoneohjelmistot,5258753,KKNR
24045,Muut aineettomat hyödykkeet,5259425,KKNR
24046,Maa- ja vesialueiden  hankinta,5259677,KKNR
24047,Maa- ja vesialueiden parannusinvestointi,5259761,KKNR
24048,Asuinrakennusten uushankinta,5259593,KKNR
24049,Asuinrakennusten korjausinvestointi,5259509,KKNR
24050,Muiden rakennusten uushankinta,5259845,KKNR
24051,"Muut rakennukset, korjausinvestointi",5259341,KKNR
24052,Kiinteät rakenteet ja laitteet,5258837,KKNR
24053,Kuljetusvälineet,5258921,KKNR
24054,Tietokonelaitteet,5259257,KKNR
24055,Viestintälaitteet,5259929,KKNR
24056,Muut koneet ja kalusto,5259005,KKNR
24057,Muut aineelliset hyödykkeet,5259089,KKNR
24058,"Osakkeet ja osuudet, sijoitukset",5259173,KKNR
24059,Tietokoneohjelmistot,3621874,KKNR
24060,Muut aineettomat hyödykkeet,3726958,KKNR
24061,Maa- ja vesialueiden  hankinta,3761986,KKNR
24062,Maa- ja vesialueiden parannusinvestointi,3773662,KKNR
24063,Asuinrakennusten uushankinta,3750310,KKNR
24064,Asuinrakennusten korjausinvestointi,3738634,KKNR
24065,Muiden rakennusten uushankinta,3785338,KKNR
24066,"Muut rakennukset, korjausinvestointi",3715282,KKNR
24067,Kiinteät rakenteet ja laitteet,3633550,KKNR
24068,Kuljetusvälineet,3645226,KKNR
24069,Tietokonelaitteet,3703606,KKNR
24070,Viestintälaitteet,3797014,KKNR
24071,Muut koneet ja kalusto,3656902,KKNR
24072,Muut aineelliset hyödykkeet,3668578,KKNR
24073,"Osakkeet ja osuudet, sijoitukset",3680254,KKNR
24074,Tietokoneohjelmistot,3861778,KKNR
24075,Muut aineettomat hyödykkeet,3966862,KKNR
24076,Maa- ja vesialueiden  hankinta,4001890,KKNR
24077,Maa- ja vesialueiden parannusinvestointi,4013566,KKNR
24078,Asuinrakennusten uushankinta,3990214,KKNR
24079,Asuinrakennusten korjausinvestointi,3978538,KKNR
24080,Muiden rakennusten uushankinta,4025242,KKNR
24081,"Muut rakennukset, korjausinvestointi",3955186,KKNR
24082,Kiinteät rakenteet ja laitteet,3873454,KKNR
24083,Kuljetusvälineet,3885130,KKNR
24084,Tietokonelaitteet,3943510,KKNR
24085,Viestintälaitteet,4036918,KKNR
24086,Muut koneet ja kalusto,3896806,KKNR
24087,Muut aineelliset hyödykkeet,3908482,KKNR
24088,"Osakkeet ja osuudet, sijoitukset",3920158,KKNR
24089,Tietokoneohjelmistot,4101682,KKNR
24090,Muut aineettomat hyödykkeet,4206766,KKNR
24091,Maa- ja vesialueiden  hankinta,4241794,KKNR
24092,Maa- ja vesialueiden parannusinvestointi,4253470,KKNR
24093,Asuinrakennusten uushankinta,4230118,KKNR
24094,Asuinrakennusten korjausinvestointi,4218442,KKNR
24095,Muiden rakennusten uushankinta,4265146,KKNR
24096,"Muut rakennukset, korjausinvestointi",4195090,KKNR
24097,Kiinteät rakenteet ja laitteet,4113358,KKNR
24098,Kuljetusvälineet,4125034,KKNR
24099,Tietokonelaitteet,4183414,KKNR
24100,Viestintälaitteet,4276822,KKNR
24101,Muut koneet ja kalusto,4136710,KKNR
24102,Muut aineelliset hyödykkeet,4148386,KKNR
24103,"Osakkeet ja osuudet, sijoitukset",4160062,KKNR
24104,Tietokoneohjelmistot,559570,KKNR
24105,Muut aineettomat hyödykkeet,664654,KKNR
24106,Maa- ja vesialueiden  hankinta,699682,KKNR
24107,Maa- ja vesialueiden parannusinvestointi,711358,KKNR
24108,Asuinrakennusten uushankinta,688006,KKNR
24109,Asuinrakennusten korjausinvestointi,676330,KKNR
24110,Muiden rakennusten uushankinta,723034,KKNR
24111,"Muut rakennukset, korjausinvestointi",652978,KKNR
24112,Kiinteät rakenteet ja laitteet,571246,KKNR
24113,Kuljetusvälineet,582922,KKNR
24114,Tietokonelaitteet,641302,KKNR
24115,Viestintälaitteet,734710,KKNR
24116,Muut koneet ja kalusto,594598,KKNR
