,Toslaji ,Tili,Tilin nimi,Kp,KP:n nimi,Tositepvm,Tositenumero,Tot eurot,Toimittajan nimi, Toimittaja Y-tun/sotu,Docid
1633,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7060,Vesijohtoverkostojen kunnossap,2018-08-23 00:00:00,20219653,479.44,SPP-RAKENNUSLIIKE OY,2660062-9,388279
1634,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7060,Vesijohtoverkostojen kunnossap,2018-08-23 00:00:00,20219653,479.44,SPP-RAKENNUSLIIKE OY,2660062-9,388279
1635,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7060,Vesijohtoverkostojen kunnossap,2018-08-31 00:00:00,20400713,146.77,ALFA-PUTKI OY,0893121-3,390262
1636,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7060,Vesijohtoverkostojen kunnossap,2018-08-31 00:00:00,20400713,14.52,ALFA-PUTKI OY,0893121-3,390262
1637,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20218312,51.3,HÄMEEN KONE JA KULJETUS OY,2857499-7,383768
1638,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20218312,518.7,HÄMEEN KONE JA KULJETUS OY,2857499-7,383768
1639,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20400668,1706.96,L&T KORJAUSRAKENTAMINEN OY,2768036-8,383606
1640,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20400668,168.82,L&T KORJAUSRAKENTAMINEN OY,2768036-8,383606
1641,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20400669,991.9,L&T KORJAUSRAKENTAMINEN OY,2768036-8,383607
1642,OR2,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-01 00:00:00,20400669,98.1,L&T KORJAUSRAKENTAMINEN OY,2768036-8,383607
1643,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-07 00:00:00,20218329,356.81,DELETE FINLAND OY,1075521-2,385301
1644,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-07 00:00:00,20218329,35.29,DELETE FINLAND OY,1075521-2,385301
1645,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-07 00:00:00,20218330,438.17,DELETE FINLAND OY,1075521-2,385302
1646,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-07 00:00:00,20218330,43.33,DELETE FINLAND OY,1075521-2,385302
1647,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-30 00:00:00,20220256,3375.59,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389399
1648,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-30 00:00:00,20220256,333.85,PISPANTALLIN MAANRAKENNUS OY,0982499-7,389399
1649,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-31 00:00:00,20220747,1928.91,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391362
1650,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7065,Viemäriverkostojen kunnossapit,2018-08-31 00:00:00,20220747,190.77,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391362
1651,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7075,Materiaalitoiminnot,2018-08-17 00:00:00,20219862,3847.1,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,387243
1652,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7075,Materiaalitoiminnot,2018-08-17 00:00:00,20219862,678.9,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,387243
1653,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7075,Materiaalitoiminnot,2018-08-31 00:00:00,20220926,4268.7,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,390503
1654,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7075,Materiaalitoiminnot,2018-08-31 00:00:00,20220926,753.3,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,390503
1655,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7090,Kunn.tekn. tilaustyöt,2018-08-31 00:00:00,20220747,157.25,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391362
1656,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7090,Kunn.tekn. tilaustyöt,2018-08-31 00:00:00,20220747,15.55,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391362
1657,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7090,Kunn.tekn. tilaustyöt,2018-08-31 00:00:00,20220747,157.25,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391362
1658,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7090,Kunn.tekn. tilaustyöt,2018-08-31 00:00:00,20220747,15.55,PISPANTALLIN MAANRAKENNUS OY,0982499-7,391362
1659,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7095,Kunn.tekn. laskutettavat työt,2018-08-29 00:00:00,20220238,255.97,VALKEAKOSKEN ENERGIA OY,1032198-3,389127
1660,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7095,Kunn.tekn. laskutettavat työt,2018-08-29 00:00:00,20220238,45.17,VALKEAKOSKEN ENERGIA OY,1032198-3,389127
1661,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7095,Kunn.tekn. laskutettavat työt,2018-08-31 00:00:00,20220600,822.14,VALKEAKOSKEN ENERGIA OY,1032198-3,390245
1662,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-01 00:00:00,20217682,450,PARMACO OY,2465039-0,383626
1663,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-01 00:00:00,20219315,526,SYDÄNHÄMEEN HUOLTO KY,2247639-2,386537
1664,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-01 00:00:00,20219315,101.68,SYDÄNHÄMEEN HUOLTO KY,2247639-2,386537
1665,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-01 00:00:00,20219315,226.32,SYDÄNHÄMEEN HUOLTO KY,2247639-2,386537
1666,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-01 00:00:00,20219329,76,KYLMÄSET OY,0369208-1,386806
1667,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-02 00:00:00,20217874,1690.59,SÄHKÖLIIKE ANTILA OY / VISMA PPG OY,2821317-1,384153
1668,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-03 00:00:00,20219293,309.9,SECURITAS OY,1773518-5,384689
1669,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-06 00:00:00,20218481,2280,SISÄILMALÄHETTI OY,2761934-8,384971
1670,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-08 00:00:00,20218307,415.36,DELETE FINLAND OY,1075521-2,385511
1671,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-08 00:00:00,20219300,359.1,HÄMEEN SÄHKÖ OY,1861826-3,385503
1672,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-08 00:00:00,20219300,18.9,HÄMEEN SÄHKÖ OY,1861826-3,385503
1673,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-09 00:00:00,20219302,845.75,CABLE FIX FINLAND OY,1093591-8,386010
1674,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20218602,171.1,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,386130
1675,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20218603,142.58,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,386131
1676,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219303,162.96,OTIS OY,0632231-8,386153
1677,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219303,38.22,OTIS OY,0632231-8,386153
1678,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219304,334.35,OTIS OY,0632231-8,386154
1679,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219305,197.4,OTIS OY,0632231-8,386155
1680,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219306,340.71,OTIS OY,0632231-8,386156
1681,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219307,334.35,OTIS OY,0632231-8,386157
1682,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219308,366.72,OTIS OY,0632231-8,386158
1683,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219309,146.46,OTIS OY,0632231-8,386159
1684,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219662,65.1,OTIS OY,0632231-8,386160
1685,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-10 00:00:00,20219662,65.1,OTIS OY,0632231-8,386160
1686,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20219310,95.95,SUOMEN SAVUNPOISTOHUOLTO OY,2165482-0,386342
1687,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20219310,287.85,SUOMEN SAVUNPOISTOHUOLTO OY,2165482-0,386342
1688,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20219316,170,PIRKANMAAN METALLI KY,0932781-9,386541
1689,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-13 00:00:00,20219458,2981.97,ALFA-PUTKI OY,0893121-3,386380
1690,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-14 00:00:00,20218847,1482.5,FINSAFE TURVAPALVELUT  OY,2252951-1,386615
1691,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-14 00:00:00,20218851,17950,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,386631
1692,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-14 00:00:00,20218852,220.47,RUDUS OY,1628390-6,386644
1693,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-14 00:00:00,20219317,60,FINSAFE TURVAPALVELUT  OY,2252951-1,386616
1694,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-15 00:00:00,20219241,120,LEM-KEM OY,0600103-9,386942
1695,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-15 00:00:00,20219241,360,LEM-KEM OY,0600103-9,386942
1696,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-15 00:00:00,20219327,751.04,ATOLLI OY,0103491-5,386777
1697,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-15 00:00:00,20219333,8153.23,VIIALAN METALLITUOTE,1121215-6,386969
1698,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-15 00:00:00,20219773,1113.2,KV GROUP OY,1868273-2,386794
1699,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-16 00:00:00,20219780,231.3,SUOMEN SAVUNPOISTOHUOLTO OY,2165482-0,387017
1700,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-16 00:00:00,20219780,693.9,SUOMEN SAVUNPOISTOHUOLTO OY,2165482-0,387017
1701,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-16 00:00:00,20219783,2768.77,SEWEREX OY,2505259-5,387067
1702,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-16 00:00:00,20219783,2945.5,SEWEREX OY,2505259-5,387067
1703,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-16 00:00:00,20219783,176.73,SEWEREX OY,2505259-5,387067
1704,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219351,129.24,KIERTOKAPULA OY,0919068-0,387251
1705,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219788,105,FINSAFE TURVAPALVELUT  OY,2252951-1,387259
1706,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219788,105,FINSAFE TURVAPALVELUT  OY,2252951-1,387259
1707,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219795,159.69,AM SECURITY OY/KOSKI-LUKKO,0568679-3,387294
1708,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219796,61.96,AM SECURITY OY/KOSKI-LUKKO,0568679-3,387296
1709,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219797,5995.27,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,387297
1710,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219801,322.48,ERISTYS &  ILMASTOINTI HUOVINEN,2496106-8,387314
1711,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219802,150,PIRKANMAAN METALLI KY,0932781-9,387420
1712,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20219802,150,PIRKANMAAN METALLI KY,0932781-9,387420
1713,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-17 00:00:00,20220037,420,KV GROUP OY,1868273-2,387260
1714,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-20 00:00:00,20219403,2792.5,VLK:N ROMET OY,0962400-4,387745
1715,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-20 00:00:00,20219809,222,FINSAFE TURVAPALVELUT  OY,2252951-1,387585
1716,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-22 00:00:00,20220091,437.76,SUOMEN DIESEL VOIMA OSAKEYHTIÖ,1885764-3,387979
1717,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-22 00:00:00,20220094,96,METOS OY AB,0108466-4,388021
1718,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-22 00:00:00,20220094,288,METOS OY AB,0108466-4,388021
1719,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-23 00:00:00,20220096,19241.54,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,388274
1720,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-23 00:00:00,20220855,8.35,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,388277
1721,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-23 00:00:00,20220855,25.06,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,388277
1722,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20219853,459.68,HEIKKI HEINONEN TMI,1111712-4/2,388545
1723,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20219853,61.29,HEIKKI HEINONEN TMI,1111712-4/2,388545
1724,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220100,252.75,TURVAKOLMIO GROUP,2681783-6,388535
1725,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220102,144.6,SÄHKÖLIIKE ANTILA OY / VISMA PPG OY,2821317-1,388554
1726,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220103,405,TURVAKOLMIO GROUP,2681783-6,388556
1727,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220105,4473.96,VALKEAKOSKEN ENERGIA OY,1032198-3,388568
1728,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220105,1049.45,VALKEAKOSKEN ENERGIA OY,1032198-3,388568
1729,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220105,5523.41,VALKEAKOSKEN ENERGIA OY,1032198-3,388568
1730,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220561,83.67,DELETE FINLAND OY,1075521-2,388432
1731,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220561,251.3,DELETE FINLAND OY,1075521-2,388432
1732,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-24 00:00:00,20220563,19450,PORHIO YHTIÖT OY,1959447-8,388544
1733,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-27 00:00:00,20219858,7349.69,HÄMEEN RAKENNUSURAKOINTI OY,0689619-4,388812
1734,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-27 00:00:00,20220109,80,T:MI SALMINEN JUKKA E.M,1737060-6,388754
1735,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-27 00:00:00,20220567,375.72,SCHNEIDER ELECTRIC BUILDINGS FINLAN,0680018-0,388677
1736,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-27 00:00:00,20220856,233.5,AM SECURITY OY/KOSKI-LUKKO,0568679-3,388645
1737,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-27 00:00:00,20220857,1652.25,AM SECURITY OY/KOSKI-LUKKO,0568679-3,388646
1738,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-27 00:00:00,20220861,2086.43,AM SECURITY OY/KOSKI-LUKKO,0568679-3,388650
1739,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220125,-120,LEM-KEM OY,0600103-9,388988
1740,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220125,-360,LEM-KEM OY,0600103-9,388988
1741,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,540,CARRIER OY,0615327-8,388878
1742,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,513,CARRIER OY,0615327-8,388878
1743,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,27,CARRIER OY,0615327-8,388878
1744,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,540,CARRIER OY,0615327-8,388878
1745,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,540,CARRIER OY,0615327-8,388878
1746,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,540,CARRIER OY,0615327-8,388878
1747,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,540,CARRIER OY,0615327-8,388878
1748,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220864,540,CARRIER OY,0615327-8,388878
1749,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220865,138.2,CARRIER OY,0615327-8,388879
1750,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220866,212.09,CARRIER OY,0615327-8,388880
1751,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-28 00:00:00,20220866,11.16,CARRIER OY,0615327-8,388880
1752,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220001,47.07,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389180
1753,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220002,129.01,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389181
1754,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220003,10.31,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389182
1755,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220004,198.46,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389183
1756,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220005,14.32,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389184
1757,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220005,4.94,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389184
1758,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220006,25.78,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389185
1759,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220007,70.1,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389186
1760,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220008,59.29,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389187
1761,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220009,97.94,VLK:N HUOLTOSYSTEEMI OY / VISMA PPG,0480797-9,389188
1762,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220882,87.35,VALKEAKOSKEN ENERGIA OY,1032198-3,389128
1763,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-29 00:00:00,20220882,4.6,VALKEAKOSKEN ENERGIA OY,1032198-3,389128
1764,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-30 00:00:00,20220884,146.2,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389235
1765,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-30 00:00:00,20220884,25.8,MAANRAKENNUSLIIKE ILMARI KAURA,0718187-9,389235
1766,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-30 00:00:00,20220885,735.2,ERISTYS &  ILMASTOINTI HUOVINEN,2496106-8,389281
1767,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-30 00:00:00,20220886,466.84,ERISTYS &  ILMASTOINTI HUOVINEN,2496106-8,389282
1768,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-30 00:00:00,20220891,329.88,TURVAKOLMIO GROUP,2681783-6,389381
1769,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220709,607.32,RKM-KUIVAUSTEKNIIKKA OY,1892257-2,390943
1770,OR1,4390,Rak.ja al. rakent.- ja kp-palv,7255,Rakennust.ylläpito ja vuokraus,2018-08-31 00:00:00,20220746,5403.23,VIIALAN METALLITUOTE,1121215-6,391361
