,Toslaji ,Tili,Tilin nimi,Kp,KP:n nimi,Tositepvm,Tositenumero,Tot eurot,Toimittajan nimi, Toimittaja Y-tun/sotu,Docid
3343,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-23 00:00:00,20220152,288.82,WALKI MEDICAL OY,1979449-6,388296
3344,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-27 00:00:00,20220161,15.47,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,388683
3345,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-28 00:00:00,20220164,2286.48,HAMMASVÄLINE OY,0881266-0,388876
3346,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-28 00:00:00,20220168,191.22,TUOMI LOGISTIIKKA OY,27225816-,388892
3347,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-30 00:00:00,20220170,171.65,ORTOMAT HERPOLA OY,0785825-3,389272
3348,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-31 00:00:00,20220846,239.05,TUOMI LOGISTIIKKA OY,27225816-,391763
3349,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-31 00:00:00,20221026,549.72,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3350,OR1,4540,Lääkkeet ja hoitotarvikkeet,3055,Hammashuolto,2018-08-31 00:00:00,20221026,59.26,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3351,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-01 00:00:00,20218159,1064.96,TUOMI LOGISTIIKKA OY,27225816-,383649
3352,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-02 00:00:00,20218164,1646.9,MEDIQ SUOMI OY,2285192-2,384004
3353,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-02 00:00:00,20218794,522.92,FIMLAB LABORATORIOT OY,2392519-6,384006
3354,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-07 00:00:00,20218210,1982.54,TUOMI LOGISTIIKKA OY,27225816-,385314
3355,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-16 00:00:00,20219346,1225.86,TUOMI LOGISTIIKKA OY,27225816-,387058
3356,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-27 00:00:00,20220161,247.45,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,388683
3357,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-28 00:00:00,20220123,1466.9,TUOMI LOGISTIIKKA OY,27225816-,388886
3358,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221009,3506.01,FIMLAB LABORATORIOT OY,2392519-6,389893
3359,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221023,251.37,ESSITY FINLAND AB OY,0165027-5,390936
3360,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221026,11447.65,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3361,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221026,368.83,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3362,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221026,518.28,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3363,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221064,652.6,TUOMI LOGISTIIKKA OY,27225816-,391760
3364,OR1,4540,Lääkkeet ja hoitotarvikkeet,3085,Terveyskeskussairaala,2018-08-31 00:00:00,20221828,103.79,AGA OY AB,0100346-5,390839
3365,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-02 00:00:00,20218794,1521.07,FIMLAB LABORATORIOT OY,2392519-6,384006
3366,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-10 00:00:00,20218598,431.97,ESSITY FINLAND AB OY,0165027-5,386120
3367,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-13 00:00:00,20219457,40.14,ESSITY FINLAND AB OY,0165027-5,386341
3368,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-16 00:00:00,20219917,138.65,TUOMI LOGISTIIKKA OY,27225816-,387056
3369,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-28 00:00:00,20220167,519.42,TUOMI LOGISTIIKKA OY,27225816-,388891
3370,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-31 00:00:00,20221026,1757.02,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3371,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-31 00:00:00,20221026,36.2,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3372,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-31 00:00:00,20221026,208.94,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3373,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-31 00:00:00,20221828,69.19,AGA OY AB,0100346-5,390839
3374,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-31 00:00:00,20221842,386.14,ESSITY FINLAND AB OY,0165027-5,391683
3375,OR1,4540,Lääkkeet ja hoitotarvikkeet,3089,Muistikeskus,2018-08-31 00:00:00,20221849,52.73,TUOMI LOGISTIIKKA OY,27225816-,391762
3376,OR1,4540,Lääkkeet ja hoitotarvikkeet,3090,Kuntoutuspalvelut2015-,2018-08-28 00:00:00,20220124,190.94,TUOMI LOGISTIIKKA OY,27225816-,388893
3377,OR1,4540,Lääkkeet ja hoitotarvikkeet,3092,Lääkinnällinen kuntoutus2015-,2018-08-01 00:00:00,20217775,176.7,PIRKANMAAN SYÖPÄYHDISTYS R.Y.,0155494-5,383628
3378,OR1,4540,Lääkkeet ja hoitotarvikkeet,3092,Lääkinnällinen kuntoutus2015-,2018-08-01 00:00:00,20217805,6654,ICF PROTECH OY,0973640-1,383604
3379,OR1,4540,Lääkkeet ja hoitotarvikkeet,3092,Lääkinnällinen kuntoutus2015-,2018-08-30 00:00:00,20220984,750,WIIPURIN ERIKOISKORSETTILIIKE,0896523-7,389417
3380,OR1,4540,Lääkkeet ja hoitotarvikkeet,3092,Lääkinnällinen kuntoutus2015-,2018-08-31 00:00:00,20221587,448.4,PIRKANMAAN SYÖPÄYHDISTYS R.Y.,0155494-5,389497
3381,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-07 00:00:00,20218135,280.78,TUOMI LOGISTIIKKA OY,27225816-,385316
3382,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-16 00:00:00,20219117,48.47,TUOMI LOGISTIIKKA OY,27225816-,387060
3383,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-16 00:00:00,20219118,167.33,TUOMI LOGISTIIKKA OY,27225816-,387061
3384,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-17 00:00:00,20219280,11.25,YKSITYISHENKILÖ,,387448
3385,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-28 00:00:00,20219903,53.8,TUOMI LOGISTIIKKA OY,27225816-,388882
3386,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-28 00:00:00,20219905,184.83,TUOMI LOGISTIIKKA OY,27225816-,388894
3387,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-31 00:00:00,20221026,35.18,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3388,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-31 00:00:00,20221026,144.6,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3389,OR1,4540,Lääkkeet ja hoitotarvikkeet,3110,Kotihoito,2018-08-31 00:00:00,20221415,2492.57,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392490
3390,OR1,4540,Lääkkeet ja hoitotarvikkeet,3115,Päiväkeskustoiminta,2018-08-31 00:00:00,20221026,-17.28,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3391,OR1,4540,Lääkkeet ja hoitotarvikkeet,3130,Ryhmäkodit,2018-08-31 00:00:00,20221518,141.35,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392493
3392,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-13 00:00:00,20218673,186.2,AGA OY AB,0100346-5,386361
3393,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-28 00:00:00,20219962,335.9,TUOMI LOGISTIIKKA OY,27225816-,388890
3394,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20220519,98.9,AGA OY AB,0100346-5,390938
3395,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20220520,10.35,AGA OY AB,0100346-5,390939
3396,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221026,-40.49,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3397,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221065,68,TUOMI LOGISTIIKKA OY,27225816-,391761
3398,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221517,307.15,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392492
3399,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221519,676.83,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392494
3400,OR1,4540,Lääkkeet ja hoitotarvikkeet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221520,543.64,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392495
3401,OR1,4540,Lääkkeet ja hoitotarvikkeet,3140,Tehostettu palv.as. ostopalv.,2018-08-16 00:00:00,20219059,84.8,TUOMI LOGISTIIKKA OY,27225816-,387055
3402,OR1,4540,Lääkkeet ja hoitotarvikkeet,3140,Tehostettu palv.as. ostopalv.,2018-08-28 00:00:00,20219904,60.8,TUOMI LOGISTIIKKA OY,27225816-,388888
3403,OR1,4540,Lääkkeet ja hoitotarvikkeet,3140,Tehostettu palv.as. ostopalv.,2018-08-31 00:00:00,20220958,92.9,TUOMI LOGISTIIKKA OY,27225816-,391757
3404,OR1,4540,Lääkkeet ja hoitotarvikkeet,3140,Tehostettu palv.as. ostopalv.,2018-08-31 00:00:00,20221481,595.28,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392491
3405,OR1,4540,Lääkkeet ja hoitotarvikkeet,3267,Lastensuojelu2017-,2018-08-06 00:00:00,20218247,19.37,YKSITYISHENKILÖ,,385213
3406,OR1,4540,Lääkkeet ja hoitotarvikkeet,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221644,17.77,PARKANON APTEEKKI,2487586-4,392899
3407,OR1,4540,Lääkkeet ja hoitotarvikkeet,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221911,136.59,PARKANON APTEEKKI,2487586-4,392438
3408,OR1,4540,Lääkkeet ja hoitotarvikkeet,3267,Lastensuojelu2017-,2018-08-31 00:00:00,20221914,7.33,PIRKKALAN 1. APTEEKKI,2019564-2,392482
3409,OR1,4540,Lääkkeet ja hoitotarvikkeet,3275,Terveysneuvonta 2010 -,2018-08-20 00:00:00,20219416,3.82,YKSITYISHENKILÖ,,387808
3410,OR1,4540,Lääkkeet ja hoitotarvikkeet,3275,Terveysneuvonta 2010 -,2018-08-28 00:00:00,20220050,460.92,TUOMI LOGISTIIKKA OY,27225816-,388885
3411,OR1,4540,Lääkkeet ja hoitotarvikkeet,3275,Terveysneuvonta 2010 -,2018-08-31 00:00:00,20221026,617.85,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3412,OR1,4540,Lääkkeet ja hoitotarvikkeet,3275,Terveysneuvonta 2010 -,2018-08-31 00:00:00,20221026,60.96,PIRKANMAAN SAIRAANHOITOPIIRIN KY,0826597-8,390967
3413,OR1,4540,Lääkkeet ja hoitotarvikkeet,3286,Asumispalvelut,2018-08-01 00:00:00,20219541,29.94,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,385191
3414,OR1,4540,Lääkkeet ja hoitotarvikkeet,3286,Asumispalvelut,2018-08-31 00:00:00,20221863,20.61,WALKIAKOSKEN APTEEKKI/ROPO LASKUTUS,1008167-6,392064
3415,OR1,4540,Lääkkeet ja hoitotarvikkeet,3286,Asumispalvelut,2018-08-31 00:00:00,20221912,10.36,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392469
3416,OR1,4540,Lääkkeet ja hoitotarvikkeet,3286,Asumispalvelut,2018-08-31 00:00:00,20221912,33.09,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392469
3417,OR1,4540,Lääkkeet ja hoitotarvikkeet,3296,Kuntouttavat työll.palvelut,2018-08-10 00:00:00,20218782,6.07,LYRECO FINLAND OY,1870837-3,386142
3418,OR1,4540,Lääkkeet ja hoitotarvikkeet,3296,Kuntouttavat työll.palvelut,2018-08-14 00:00:00,20219031,23.21,LYRECO FINLAND OY,1870837-3,386628
3419,OR1,4540,Lääkkeet ja hoitotarvikkeet,3296,Kuntouttavat työll.palvelut,2018-08-30 00:00:00,20220243,46.66,LYRECO FINLAND OY,1870837-3,389266
3420,OR1,4540,Lääkkeet ja hoitotarvikkeet,3297,Kehitysvammaisten työtoiminta,2018-08-17 00:00:00,20219553,7.62,WURTH OY,0202881-6,387233
3421,OR1,4540,Lääkkeet ja hoitotarvikkeet,4110,Roukon koulu,2018-08-31 00:00:00,20220444,24.95,TOKMANNI OY,1928426-9,389867
3422,OR1,4540,Lääkkeet ja hoitotarvikkeet,4135,Sassin koulu,2018-08-31 00:00:00,20221300,20.23,WALKIAKOSKEN APTEEKKI/ROPO LASKUTUS,1008167-6,392061
3423,OR1,4540,Lääkkeet ja hoitotarvikkeet,4145,Sorrilan koulu,2018-08-31 00:00:00,20221300,17.42,WALKIAKOSKEN APTEEKKI/ROPO LASKUTUS,1008167-6,392061
3424,OR1,4540,Lääkkeet ja hoitotarvikkeet,4155,Tietolan koulu,2018-08-15 00:00:00,20219328,90.6,WALKI MEDICAL OY,1979449-6,386778
3425,OR1,4540,Lääkkeet ja hoitotarvikkeet,4220,Tyryn koulu,2018-08-31 00:00:00,20221316,167.32,VALKEAKOSKEN KOSKIKARAN APTEEKKI,2181140-0,392468
3426,OR1,4540,Lääkkeet ja hoitotarvikkeet,5515,Kaupunginteatteri,2018-08-31 00:00:00,20221404,50.22,WALKIAKOSKEN APTEEKKI/ROPO LASKUTUS,1008167-6,392062
3427,OR1,4550,Siivous- ja puhdistusaineet,3015,Avosairaanhoito,2018-08-28 00:00:00,20220163,237.82,KEMBEK,0857676-8,388858
3428,OR1,4550,Siivous- ja puhdistusaineet,3085,Terveyskeskussairaala,2018-08-02 00:00:00,20218161,452.52,VELIMARK OY,2246772-8,383870
3429,OR1,4550,Siivous- ja puhdistusaineet,3085,Terveyskeskussairaala,2018-08-30 00:00:00,20220132,1175.4,KEMBEK,0857676-8,389246
3430,OR1,4550,Siivous- ja puhdistusaineet,3110,Kotihoito,2018-08-07 00:00:00,20218135,305.99,TUOMI LOGISTIIKKA OY,27225816-,385316
3431,OR1,4550,Siivous- ja puhdistusaineet,3110,Kotihoito,2018-08-08 00:00:00,20218643,79.12,VELIMARK OY,2246772-8,385447
3432,OR1,4550,Siivous- ja puhdistusaineet,3110,Kotihoito,2018-08-16 00:00:00,20219118,61,TUOMI LOGISTIIKKA OY,27225816-,387061
3433,OR1,4550,Siivous- ja puhdistusaineet,3130,Ryhmäkodit,2018-08-07 00:00:00,20218209,152.91,TUOMI LOGISTIIKKA OY,27225816-,385313
3434,OR1,4550,Siivous- ja puhdistusaineet,3130,Ryhmäkodit,2018-08-28 00:00:00,20219961,178.1,TUOMI LOGISTIIKKA OY,27225816-,388887
3435,OR1,4550,Siivous- ja puhdistusaineet,3135,Tehostettu palv.as. oma tuotan,2018-08-07 00:00:00,20218215,133.67,TUOMI LOGISTIIKKA OY,27225816-,385320
3436,OR1,4550,Siivous- ja puhdistusaineet,3135,Tehostettu palv.as. oma tuotan,2018-08-15 00:00:00,20219273,538.54,VELIMARK OY,2246772-8,386740
3437,OR1,4550,Siivous- ja puhdistusaineet,3135,Tehostettu palv.as. oma tuotan,2018-08-15 00:00:00,20220416,457.76,VELIMARK OY,2246772-8,386739
3438,OR1,4550,Siivous- ja puhdistusaineet,3135,Tehostettu palv.as. oma tuotan,2018-08-21 00:00:00,20219623,367.01,KEMBEK,0857676-8,387831
3439,OR1,4550,Siivous- ja puhdistusaineet,3135,Tehostettu palv.as. oma tuotan,2018-08-28 00:00:00,20220417,769.85,KEMBEK,0857676-8,388857
3440,OR1,4550,Siivous- ja puhdistusaineet,3135,Tehostettu palv.as. oma tuotan,2018-08-31 00:00:00,20221066,487.24,TUOMI LOGISTIIKKA OY,27225816-,391764
3441,OR1,4550,Siivous- ja puhdistusaineet,3286,Asumispalvelut,2018-08-01 00:00:00,20219523,3.06,TOKMANNI OY,1928426-9,383901
3442,OR1,4550,Siivous- ja puhdistusaineet,3286,Asumispalvelut,2018-08-06 00:00:00,20219539,8.92,PIRKANMAAN OSUUSKAUPPA,0536307-0,384982
3443,OR1,4550,Siivous- ja puhdistusaineet,3286,Asumispalvelut,2018-08-31 00:00:00,20221152,2.15,TOKMANNI OY,1928426-9,389858
3444,OR1,4550,Siivous- ja puhdistusaineet,3286,Asumispalvelut,2018-08-31 00:00:00,20221850,1.76,PIRKANMAAN OSUUSKAUPPA,0536307-0,391771
3445,OR1,4550,Siivous- ja puhdistusaineet,3289,Työ- ja päivätoiminta,2018-08-01 00:00:00,20219509,43.8,KEMBEK,0857676-8,382013
3446,OR1,4550,Siivous- ja puhdistusaineet,3296,Kuntouttavat työll.palvelut,2018-08-15 00:00:00,20219040,59.91,KEMBEK,0857676-8,386792
3447,OR1,4550,Siivous- ja puhdistusaineet,3296,Kuntouttavat työll.palvelut,2018-08-17 00:00:00,20219350,7.49,TOKMANNI OY,1928426-9,387245
3448,OR1,4550,Siivous- ja puhdistusaineet,3296,Kuntouttavat työll.palvelut,2018-08-28 00:00:00,20220222,211.02,KEMBEK,0857676-8,388864
3449,OR1,4550,Siivous- ja puhdistusaineet,3296,Kuntouttavat työll.palvelut,2018-08-31 00:00:00,20221350,1.6,K-CITYMARKET OY VALKEAKOSKI,0109862-8,389842
3450,OR1,4550,Siivous- ja puhdistusaineet,3297,Kehitysvammaisten työtoiminta,2018-08-17 00:00:00,20219350,7.13,TOKMANNI OY,1928426-9,387245
3451,OR1,4550,Siivous- ja puhdistusaineet,3298,Nuorten starttipaja,2018-08-31 00:00:00,20221367,1.2,K-MARKET APIANKATU,1710986-2,391318
3452,OR1,4550,Siivous- ja puhdistusaineet,4062,Vanhankylän varhaiskasvatus,2018-08-29 00:00:00,20220323,106.73,VELIMARK OY,2246772-8,389015
3453,OR1,4550,Siivous- ja puhdistusaineet,4062,Vanhankylän varhaiskasvatus,2018-08-29 00:00:00,20220323,264.98,VELIMARK OY,2246772-8,389015
3454,OR1,4550,Siivous- ja puhdistusaineet,4062,Vanhankylän varhaiskasvatus,2018-08-29 00:00:00,20220324,415.2,VELIMARK OY,2246772-8,389016
3455,OR1,4550,Siivous- ja puhdistusaineet,4065,Eerolan varhaiskasvatus,2018-08-21 00:00:00,20219972,89.96,KEMBEK,0857676-8,387830
3456,OR1,4550,Siivous- ja puhdistusaineet,4081,Sorrilan varhaiskasvatus,2018-08-15 00:00:00,20219552,59.57,VELIMARK OY,2246772-8,386742
3457,OR1,4550,Siivous- ja puhdistusaineet,4081,Sorrilan varhaiskasvatus,2018-08-31 00:00:00,20221667,25.07,K-CITYMARKET OY VALKEAKOSKI,0109862-8,389844
3458,OR1,4550,Siivous- ja puhdistusaineet,4085,Sassin päivähoito ja esiopetus,2018-08-08 00:00:00,20221659,296.7,VELIMARK OY,2246772-8,385445
